age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
28,Private,64940,Some-college,10,Not-Married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
49,Private,195727,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,Local-gov,37931,HS-or-less,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
19,Private,170720,HS-or-less,9,Not-Married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
43,Private,152958,Bachelors,13,Married,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
28,Private,312372,HS-or-less,9,Married,Exec-managerial,Husband,Black,Male,15024,0,40,United-States,>50K
41,Private,39581,Some-college,10,Previously-Married,Adm-clerical,Not-in-family,Black,Female,0,0,24,Other,<=50K
50,Private,206862,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
46,Private,216934,Bachelors,13,Previously-Married,Adm-clerical,Not-in-family,White,Male,0,0,40,Other,<=50K
20,Private,143062,Some-college,10,Not-Married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,242391,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
28,Private,165030,Some-college,10,Not-Married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
37,Private,199251,Some-college,10,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
46,Self-emp,353012,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
66,Private,174491,HS-or-less,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,333305,Some-college,10,Married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,203138,Bachelors,13,Married,Adm-clerical,Wife,White,Female,0,0,50,United-States,>50K
25,Private,220220,HS-or-less,7,Not-Married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
55,Federal-gov,305850,Prof-school,15,Married,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
48,Local-gov,273402,HS-or-less,4,Married,Transport-moving,Husband,White,Male,0,1902,40,United-States,<=50K
56,Private,201344,Some-college,10,Previously-Married,Craft-repair,Unmarried,White,Female,0,0,38,United-States,<=50K
47,Self-emp,218676,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
55,Self-emp,141807,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
41,State-gov,222434,Assoc,12,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,266860,Some-college,10,Married,Sales,Husband,White,Male,0,0,65,United-States,>50K
40,Private,34113,HS-or-less,9,Not-Married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,6849,0,43,United-States,<=50K
41,Private,159549,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,195248,Some-college,10,Not-Married,Sales,Own-child,Other,Female,0,0,20,United-States,<=50K
52,Private,109413,HS-or-less,9,Not-Married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,195343,Doctorate,16,Previously-Married,Prof-specialty,Unmarried,White,Male,15020,0,50,United-States,>50K
46,Private,185291,HS-or-less,7,Married,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,>50K
21,Private,140012,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
35,Self-emp,114366,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,169631,HS-or-less,9,Married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
21,Private,163870,HS-or-less,6,Married,Other-service,Husband,White,Male,3908,0,40,United-States,<=50K
35,Private,312232,HS-or-less,9,Previously-Married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Private,229737,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,Other,>50K
70,Private,306563,HS-or-less,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,161637,Doctorate,16,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,Other,>50K
34,Private,106014,Some-college,10,Previously-Married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
21,Private,25265,Assoc,11,Not-Married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
29,Private,71860,HS-or-less,9,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
41,Self-emp,94113,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
51,Self-emp,208003,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,113550,HS-or-less,9,Not-Married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
47,Private,83046,Bachelors,13,Not-Married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Self-emp,277488,Prof-school,15,Married,Prof-specialty,Husband,White,Male,15024,0,65,United-States,>50K
19,Private,205830,HS-or-less,9,Not-Married,Other-service,Own-child,White,Female,0,0,40,Other,<=50K
46,Private,273575,Bachelors,13,Married,Transport-moving,Husband,White,Male,15024,0,40,United-States,>50K
23,Private,245147,Some-college,10,Not-Married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
49,Private,274720,HS-or-less,9,Married,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
58,Self-emp,163047,Bachelors,13,Previously-Married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,State-gov,47902,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
50,Private,128798,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
77,Private,154205,HS-or-less,9,Previously-Married,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,<=50K
27,Private,176683,Assoc,11,Married,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
29,Self-emp,104737,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
54,Private,349340,HS-or-less,1,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Other,<=50K
39,State-gov,218249,Some-college,10,Previously-Married,Prof-specialty,Unmarried,Black,Female,0,0,37,United-States,<=50K
32,Private,281540,Some-college,10,Married,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
36,Federal-gov,112847,Bachelors,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
24,Local-gov,126613,Bachelors,13,Not-Married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
50,Self-emp,145419,Masters,14,Married,Sales,Husband,White,Male,7688,0,45,United-States,>50K
32,Self-emp,34572,HS-or-less,9,Previously-Married,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,<=50K
26,Private,104045,Bachelors,13,Not-Married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,57665,Bachelors,13,Previously-Married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,359001,Assoc,11,Married,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K
47,Private,105273,Bachelors,13,Previously-Married,Craft-repair,Unmarried,Black,Female,6497,0,40,United-States,<=50K
31,Private,201122,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
38,Private,160035,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
50,Private,167886,Some-college,10,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
18,Private,32059,HS-or-less,7,Not-Married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
59,Self-emp,200453,Masters,14,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
56,Self-emp,403072,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
34,Private,37210,HS-or-less,9,Not-Married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K
32,Private,199416,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,413227,Bachelors,13,Not-Married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
29,Private,188675,Some-college,10,Previously-Married,Prof-specialty,Own-child,Black,Male,0,0,40,United-States,<=50K
42,Private,226902,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
37,Private,195189,Some-college,10,Previously-Married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
36,Private,116608,HS-or-less,9,Previously-Married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Private,99131,Masters,14,Previously-Married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
32,Private,553405,Bachelors,13,Married,Sales,Husband,White,Male,99999,0,50,United-States,>50K
52,Local-gov,186117,HS-or-less,9,Married,Protective-serv,Husband,White,Male,0,0,56,United-States,>50K
29,State-gov,67053,HS-or-less,9,Not-Married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Other,<=50K
39,Private,347960,Prof-school,15,Not-Married,Prof-specialty,Not-in-family,White,Female,14084,0,35,United-States,>50K
39,Private,325374,Some-college,10,Not-Married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
69,Private,130413,Bachelors,13,Previously-Married,Exec-managerial,Not-in-family,White,Female,2346,0,15,United-States,<=50K
43,Private,111949,HS-or-less,9,Married,Other-service,Wife,White,Female,0,0,35,United-States,<=50K
39,Private,278557,Assoc,11,Married,Craft-repair,Husband,White,Male,0,1628,48,United-States,<=50K
19,Private,194905,Some-college,10,Not-Married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
60,Local-gov,195453,Assoc,11,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
51,Private,282549,HS-or-less,9,Married,Machine-op-inspct,Husband,Black,Male,3137,0,40,United-States,<=50K
75,Private,316119,Some-college,10,Previously-Married,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,<=50K
37,State-gov,252939,Assoc,11,Not-Married,Prof-specialty,Unmarried,Black,Female,5455,0,40,United-States,<=50K
24,State-gov,506329,Some-college,10,Not-Married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,Other,<=50K
20,Private,316043,HS-or-less,7,Not-Married,Other-service,Own-child,Black,Male,594,0,20,United-States,<=50K
58,Federal-gov,319733,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
21,State-gov,99199,Masters,14,Not-Married,Transport-moving,Own-child,White,Male,0,0,15,United-States,<=50K
28,Private,204600,HS-or-less,9,Previously-Married,Protective-serv,Other-relative,White,Male,0,0,40,United-States,<=50K
40,Private,173307,HS-or-less,6,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
45,Self-emp,34446,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
40,Self-emp,237293,Prof-school,15,Married,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K
41,Private,175642,Some-college,10,Not-Married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Private,203735,HS-or-less,9,Previously-Married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Local-gov,171589,Assoc,11,Married,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
26,Private,197967,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,65,United-States,<=50K
29,Private,413297,Assoc,12,Not-Married,Sales,Not-in-family,White,Male,0,0,45,Other,<=50K
45,Private,240841,Masters,14,Not-Married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,152189,Assoc,12,Not-Married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,State-gov,85874,HS-or-less,9,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Self-emp,176814,Doctorate,16,Married,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
51,Local-gov,133336,Masters,14,Married,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
22,Private,362623,HS-or-less,9,Not-Married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
67,Private,37170,HS-or-less,4,Previously-Married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
28,Private,30912,HS-or-less,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,35448,Some-college,10,Not-Married,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
33,Private,173248,HS-or-less,9,Married,Other-service,Husband,Black,Male,0,0,35,United-States,<=50K
37,Private,49626,Assoc,11,Married,Tech-support,Husband,White,Male,0,0,43,United-States,<=50K
19,Private,102723,Some-college,10,Not-Married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
90,Private,166343,HS-or-less,2,Previously-Married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
35,Private,168322,HS-or-less,7,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,131117,HS-or-less,4,Previously-Married,Tech-support,Unmarried,White,Female,0,0,38,Other,<=50K
20,Private,210474,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
25,Private,110138,HS-or-less,9,Not-Married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,107452,HS-or-less,9,Not-Married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
32,Private,160594,Some-college,10,Not-Married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
32,Local-gov,186784,Bachelors,13,Married,Prof-specialty,Wife,White,Female,5013,0,45,United-States,<=50K
70,Local-gov,334666,HS-or-less,9,Previously-Married,Adm-clerical,Not-in-family,White,Female,0,0,12,United-States,<=50K
65,Private,191380,HS-or-less,6,Married,Prof-specialty,Husband,White,Male,9386,0,50,United-States,>50K
57,Private,104272,HS-or-less,7,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,19491,Some-college,10,Not-Married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,128715,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
34,Private,128063,HS-or-less,9,Previously-Married,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
26,Self-emp,37023,Some-college,10,Married,Farming-fishing,Husband,White,Male,0,0,78,United-States,<=50K
44,Private,68748,Some-college,10,Married,Sales,Husband,White,Male,0,0,48,United-States,<=50K
66,Private,140576,HS-or-less,4,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Local-gov,327435,HS-or-less,9,Previously-Married,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,202729,HS-or-less,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
53,Private,277471,Assoc,11,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
36,Private,189670,HS-or-less,9,Married,Machine-op-inspct,Wife,White,Female,0,0,50,United-States,<=50K
61,Private,204908,HS-or-less,5,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,171841,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
38,Private,78247,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,68895,HS-or-less,9,Not-Married,Adm-clerical,Not-in-family,White,Male,0,0,50,Other,<=50K
27,Private,56658,HS-or-less,9,Married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,8,United-States,<=50K
58,Local-gov,259216,HS-or-less,5,Previously-Married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,State-gov,270278,HS-or-less,9,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,12,Other,<=50K
56,Private,238806,HS-or-less,4,Married,Craft-repair,Husband,White,Male,0,0,26,United-States,<=50K
36,Private,111128,Some-college,10,Previously-Married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,>50K
29,Private,119429,HS-or-less,9,Not-Married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
28,Private,73037,HS-or-less,6,Not-Married,Transport-moving,Unmarried,White,Male,0,0,30,United-States,<=50K
61,Self-emp,84409,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
66,Self-emp,274451,HS-or-less,5,Married,Farming-fishing,Husband,White,Male,0,0,25,United-States,>50K
31,Private,246439,Some-college,10,Married,Farming-fishing,Husband,White,Male,7298,0,50,United-States,>50K
21,Private,124242,Assoc,12,Not-Married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
67,Self-emp,123393,HS-or-less,9,Married,Transport-moving,Husband,White,Male,6418,0,58,United-States,>50K
26,Private,159732,HS-or-less,9,Previously-Married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,161415,Some-college,10,Not-Married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
33,Private,157568,HS-or-less,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,168030,HS-or-less,9,Previously-Married,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
59,State-gov,349910,Bachelors,13,Married,Exec-managerial,Husband,White,Male,10605,0,50,United-States,>50K
82,Self-emp,130329,HS-or-less,4,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
34,State-gov,56964,Doctorate,16,Married,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
29,Private,370509,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,Other,>50K
19,Private,106306,Some-college,10,Previously-Married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
57,Self-emp,56480,HS-or-less,9,Married,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
41,Private,115932,Some-college,10,Married,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
55,Private,154580,HS-or-less,6,Married,Other-service,Husband,Black,Male,2580,0,40,United-States,<=50K
27,Private,404421,Some-college,10,Not-Married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
33,Private,194901,HS-or-less,9,Not-Married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
43,State-gov,164790,Some-college,10,Previously-Married,Adm-clerical,Not-in-family,Black,Male,0,0,50,United-States,>50K
72,Federal-gov,94242,Some-college,10,Previously-Married,Tech-support,Not-in-family,White,Female,0,0,16,United-States,<=50K
68,Self-emp,365020,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,160512,HS-or-less,9,Previously-Married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,170331,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
30,Private,101266,HS-or-less,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,100252,Bachelors,13,Previously-Married,Other-service,Not-in-family,Asian-Pac-Islander,Male,99999,0,70,United-States,>50K
54,Private,217718,HS-or-less,3,Married,Other-service,Unmarried,Black,Female,0,0,30,Other,<=50K
32,Private,170154,Assoc,12,Previously-Married,Exec-managerial,Unmarried,White,Female,25236,0,50,United-States,>50K
56,Private,105281,HS-or-less,9,Previously-Married,Sales,Not-in-family,White,Female,0,1974,40,United-States,<=50K
39,Private,361838,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,0,6,United-States,>50K
41,State-gov,283917,Assoc,11,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
48,Private,39530,HS-or-less,9,Previously-Married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Self-emp,212185,HS-or-less,4,Married,Farming-fishing,Husband,White,Male,0,0,48,United-States,<=50K
25,Self-emp,90752,Bachelors,13,Not-Married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
31,Private,202450,HS-or-less,9,Married,Machine-op-inspct,Husband,White,Male,0,1573,40,United-States,<=50K
32,Private,168138,Assoc,12,Previously-Married,Sales,Not-in-family,White,Male,2597,0,48,United-States,<=50K
51,Private,159755,Bachelors,13,Married,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
42,Private,191765,HS-or-less,9,Not-Married,Adm-clerical,Other-relative,Black,Female,0,2339,40,Other,<=50K
22,Private,210802,Some-college,10,Not-Married,Prof-specialty,Not-in-family,Black,Female,0,0,35,United-States,<=50K
31,Private,340880,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
43,Self-emp,113211,HS-or-less,9,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
42,Private,134509,Some-college,10,Not-Married,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,<=50K
20,State-gov,147280,HS-or-less,9,Not-Married,Other-service,Other-relative,Other,Male,0,0,40,United-States,<=50K
40,Private,145441,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
65,Private,398001,HS-or-less,9,Previously-Married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
53,Private,31588,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,52,United-States,>50K
56,Private,189975,Some-college,10,Married,Craft-repair,Husband,White,Male,0,1902,60,United-States,>50K
51,State-gov,231495,Doctorate,16,Married,Exec-managerial,Husband,White,Male,7688,0,55,United-States,>50K
38,Private,121135,HS-or-less,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,186916,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
49,Self-emp,213140,HS-or-less,9,Married,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K
47,Private,176893,HS-or-less,9,Previously-Married,Craft-repair,Not-in-family,Black,Male,8614,0,44,United-States,>50K
22,Private,115244,Assoc,12,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
53,Private,313243,Some-college,10,Previously-Married,Craft-repair,Not-in-family,White,Male,0,2444,45,United-States,>50K
41,Local-gov,169995,Some-college,10,Previously-Married,Protective-serv,Not-in-family,White,Male,0,0,20,United-States,<=50K
19,Private,198459,HS-or-less,9,Not-Married,Adm-clerical,Own-child,White,Male,0,2001,40,United-States,<=50K
27,Local-gov,66824,Bachelors,13,Not-Married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,3325,0,43,United-States,<=50K
48,Self-emp,52240,Assoc,11,Married,Exec-managerial,Wife,White,Female,0,0,25,United-States,>50K
52,Private,35305,HS-or-less,4,Not-Married,Other-service,Own-child,White,Female,0,0,7,United-States,<=50K
61,State-gov,186451,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
45,Self-emp,160724,Bachelors,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,Other,>50K
29,Private,210464,HS-or-less,5,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,207685,Some-college,10,Previously-Married,Other-service,Not-in-family,White,Male,0,0,21,United-States,<=50K
38,Private,233717,Some-college,10,Previously-Married,Exec-managerial,Unmarried,Black,Male,0,0,60,United-States,<=50K
32,Private,222205,Some-college,10,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
37,Private,167613,HS-or-less,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,148773,HS-or-less,6,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
62,Local-gov,68268,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,174533,HS-or-less,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,273230,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
25,Private,187502,HS-or-less,9,Not-Married,Sales,Own-child,Black,Male,0,0,24,United-States,<=50K
47,Private,209320,HS-or-less,9,Previously-Married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Self-emp,56841,Bachelors,13,Married,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
55,Private,254627,HS-or-less,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,42703,HS-or-less,9,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,374137,HS-or-less,9,Previously-Married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,196385,Assoc,11,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,192930,HS-or-less,9,Previously-Married,Sales,Unmarried,White,Female,0,0,10,United-States,<=50K
39,Private,99527,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
45,Private,185437,Assoc,12,Previously-Married,Craft-repair,Not-in-family,White,Female,0,0,55,United-States,<=50K
43,Private,247162,Assoc,12,Not-Married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
32,Federal-gov,131534,HS-or-less,9,Not-Married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
18,Private,184693,Some-college,10,Not-Married,Other-service,Own-child,White,Female,0,0,20,Other,<=50K
27,Private,704108,Masters,14,Not-Married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Private,220262,Assoc,12,Previously-Married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,95654,HS-or-less,9,Married,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
67,Private,89346,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
26,Private,94392,HS-or-less,7,Previously-Married,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
21,Private,334113,HS-or-less,9,Not-Married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
17,Private,32763,HS-or-less,6,Not-Married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
31,Private,136651,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,40,Other,<=50K
51,Self-emp,240236,Assoc,12,Previously-Married,Sales,Not-in-family,Black,Male,0,0,30,United-States,<=50K
29,Private,53271,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,31493,Bachelors,13,Not-Married,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K
32,Private,195891,Assoc,12,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
31,Local-gov,209103,Some-college,10,Married,Protective-serv,Husband,White,Male,3464,0,45,United-States,<=50K
26,Private,211424,Some-college,10,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
28,Local-gov,84657,Bachelors,13,Previously-Married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,151408,Masters,14,Not-Married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,106819,HS-or-less,4,Not-Married,Handlers-cleaners,Own-child,White,Male,0,0,19,United-States,<=50K
62,Private,132917,Some-college,10,Married,Transport-moving,Husband,Black,Male,0,0,20,United-States,<=50K
54,Private,146834,HS-or-less,6,Married,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
55,Private,164332,HS-or-less,9,Previously-Married,Other-service,Not-in-family,White,Female,0,0,16,United-States,<=50K
24,Private,30656,HS-or-less,9,Not-Married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,<=50K
27,Private,113501,Masters,14,Not-Married,Adm-clerical,Own-child,White,Male,0,0,45,United-States,<=50K
